Commodity,State,Units,Year,Value,
Total plant products,Virginia,Million dollars,2017,720.307057,
Total plant products,Virginia,Million dollars,2018,753.924433,
Total plant products,Virginia,Million dollars,2019,692.6738989,
Total plant products,Virginia,Million dollars,2020,797.1256312,
Total plant products,Virginia,Million dollars,2021,834.235199,
Total plant products,Virginia,Million dollars,2022,944.2300746,
Tree nuts,Virginia,Million dollars,2000,0,
Tree nuts,Virginia,Million dollars,2001,0,
Tree nuts,Virginia,Million dollars,2002,0,
Tree nuts,Virginia,Million dollars,2003,0,
Tree nuts,Virginia,Million dollars,2004,0,
Tree nuts,Virginia,Million dollars,2005,0,
Tree nuts,Virginia,Million dollars,2006,0,
Tree nuts,Virginia,Million dollars,2007,0,
Tree nuts,Virginia,Million dollars,2008,0,
Tree nuts,Virginia,Million dollars,2009,0,
Tree nuts,Virginia,Million dollars,2010,0,
Tree nuts,Virginia,Million dollars,2011,0,
Tree nuts,Virginia,Million dollars,2012,0,
Tree nuts,Virginia,Million dollars,2013,0,
Tree nuts,Virginia,Million dollars,2014,0,
Tree nuts,Virginia,Million dollars,2015,0,
Tree nuts,Virginia,Million dollars,2016,0,
Tree nuts,Virginia,Million dollars,2017,0,
Tree nuts,Virginia,Million dollars,2018,0,
Tree nuts,Virginia,Million dollars,2019,0,
Tree nuts,Virginia,Million dollars,2020,0,
Tree nuts,Virginia,Million dollars,2021,0,
Tree nuts,Virginia,Million dollars,2022,0,
Vegetable oils,Virginia,Million dollars,2000,11.92935033,
Vegetable oils,Virginia,Million dollars,2001,13.12762771,
Vegetable oils,Virginia,Million dollars,2002,10.60781096,
Vegetable oils,Virginia,Million dollars,2003,9.971788034,
Vegetable oils,Virginia,Million dollars,2004,14.33269899,
Vegetable oils,Virginia,Million dollars,2005,10.96046763,
Vegetable oils,Virginia,Million dollars,2006,10.3237057,
Vegetable oils,Virginia,Million dollars,2007,16.95877023,
Vegetable oils,Virginia,Million dollars,2008,21.41067916,
Vegetable oils,Virginia,Million dollars,2009,19.66548594,
Vegetable oils,Virginia,Million dollars,2010,20.81497968,
Vegetable oils,Virginia,Million dollars,2011,23.02472923,
Vegetable oils,Virginia,Million dollars,2012,31.11822121,
Vegetable oils,Virginia,Million dollars,2013,28.33413564,
Vegetable oils,Virginia,Million dollars,2014,21.72285393,
Vegetable oils,Virginia,Million dollars,2015,19.75982353,
Vegetable oils,Virginia,Million dollars,2016,16.77013963,
Vegetable oils,Virginia,Million dollars,2017,19.03326965,
Vegetable oils,Virginia,Million dollars,2018,18.40471648,
Vegetable oils,Virginia,Million dollars,2019,16.92271869,
Vegetable oils,Virginia,Million dollars,2020,20.89393255,
Vegetable oils,Virginia,Million dollars,2021,24.81867071,
Vegetable oils,Virginia,Million dollars,2022,25.50126717,
"Vegetables, fresh",Virginia,Million dollars,2000,5.750715965,
"Vegetables, fresh",Virginia,Million dollars,2001,6.659053619,
"Vegetables, fresh",Virginia,Million dollars,2002,8.475216784,
"Vegetables, fresh",Virginia,Million dollars,2003,8.929601218,
"Vegetables, fresh",Virginia,Million dollars,2004,12.26936742,
"Vegetables, fresh",Virginia,Million dollars,2005,12.8727453,
"Vegetables, fresh",Virginia,Million dollars,2006,16.00393649,
"Vegetables, fresh",Virginia,Million dollars,2007,10.80749951,
"Vegetables, fresh",Virginia,Million dollars,2008,10.38228012,
"Vegetables, fresh",Virginia,Million dollars,2009,10.69926678,
"Vegetables, fresh",Virginia,Million dollars,2010,9.598016616,
"Vegetables, fresh",Virginia,Million dollars,2011,9.286153407,
"Vegetables, fresh",Virginia,Million dollars,2012,8.792122559,
"Vegetables, fresh",Virginia,Million dollars,2013,8.906997191,
"Vegetables, fresh",Virginia,Million dollars,2014,7.684625717,
"Vegetables, fresh",Virginia,Million dollars,2015,8.227673259,
"Vegetables, fresh",Virginia,Million dollars,2016,7.816517884,
"Vegetables, fresh",Virginia,Million dollars,2017,9.254136866,
"Vegetables, fresh",Virginia,Million dollars,2018,9.087825109,
"Vegetables, fresh",Virginia,Million dollars,2019,2.52603534,
"Vegetables, fresh",Virginia,Million dollars,2020,2.105791758,
"Vegetables, fresh",Virginia,Million dollars,2021,2.340333477,
"Vegetables, fresh",Virginia,Million dollars,2022,1.581263679,
"Vegetables, processed",Virginia,Million dollars,2000,8.751340127,
"Vegetables, processed",Virginia,Million dollars,2001,10.02777302,
"Vegetables, processed",Virginia,Million dollars,2002,12.00240318,
"Vegetables, processed",Virginia,Million dollars,2003,11.67015333,
"Vegetables, processed",Virginia,Million dollars,2004,16.47895573,
"Vegetables, processed",Virginia,Million dollars,2005,16.8755576,
"Vegetables, processed",Virginia,Million dollars,2006,21.06710177,
"Vegetables, processed",Virginia,Million dollars,2007,14.83213732,
"Vegetables, processed",Virginia,Million dollars,2008,16.82672354,
"Vegetables, processed",Virginia,Million dollars,2009,17.23929935,
"Vegetables, processed",Virginia,Million dollars,2010,14.94679564,
"Vegetables, processed",Virginia,Million dollars,2011,15.07005681,
"Vegetables, processed",Virginia,Million dollars,2012,16.4973651,
"Vegetables, processed",Virginia,Million dollars,2013,16.01533655,
"Vegetables, processed",Virginia,Million dollars,2014,14.63704359,
"Vegetables, processed",Virginia,Million dollars,2015,15.72237139,
"Vegetables, processed",Virginia,Million dollars,2016,15.14722956,
"Vegetables, processed",Virginia,Million dollars,2017,17.37198338,
"Vegetables, processed",Virginia,Million dollars,2018,15.25817226,
"Vegetables, processed",Virginia,Million dollars,2019,4.238532231,
"Vegetables, processed",Virginia,Million dollars,2020,3.473746738,
"Vegetables, processed",Virginia,Million dollars,2021,3.968511753,
"Vegetables, processed",Virginia,Million dollars,2022,2.716708557,
Wheat,Virginia,Million dollars,2000,17.72534697,
Wheat,Virginia,Million dollars,2001,17.52518346,
Wheat,Virginia,Million dollars,2002,19.6608889,
Wheat,Virginia,Million dollars,2003,14.42553939,
Wheat,Virginia,Million dollars,2004,24.02854154,
Wheat,Virginia,Million dollars,2005,19.64678301,
Wheat,Virginia,Million dollars,2006,23.07745139,
Wheat,Virginia,Million dollars,2007,48.63889242,
Wheat,Virginia,Million dollars,2008,73.09016847,
Wheat,Virginia,Million dollars,2009,33.7811599,
Wheat,Virginia,Million dollars,2010,26.38402831,
Wheat,Virginia,Million dollars,2011,67.74904012,
Wheat,Virginia,Million dollars,2012,56.73935492,
Wheat,Virginia,Million dollars,2013,82.03275959,
Wheat,Virginia,Million dollars,2014,69.53554955,
Wheat,Virginia,Million dollars,2015,45.02008164,
Wheat,Virginia,Million dollars,2016,32.70233323,
Wheat,Virginia,Million dollars,2017,30.15000519,
Wheat,Virginia,Million dollars,2018,25.4630948,
Wheat,Virginia,Million dollars,2019,24.43366056,
Wheat,Virginia,Million dollars,2020,27.07747,
Wheat,Virginia,Million dollars,2021,32.96495196,
Wheat,Virginia,Million dollars,2022,44.68384789,
Beef and veal,Washington,Million dollars,2000,67.57106827,
Beef and veal,Washington,Million dollars,2001,54.944038,
Beef and veal,Washington,Million dollars,2002,51.67120537,
Beef and veal,Washington,Million dollars,2003,47.69699703,
Beef and veal,Washington,Million dollars,2004,9.254451136,
Beef and veal,Washington,Million dollars,2005,19.46480523,
Beef and veal,Washington,Million dollars,2006,26.85667819,
Beef and veal,Washington,Million dollars,2007,38.13764834,
Beef and veal,Washington,Million dollars,2008,39.91421857,
Beef and veal,Washington,Million dollars,2009,42.07894421,
Beef and veal,Washington,Million dollars,2010,52.0236172,
Beef and veal,Washington,Million dollars,2011,59.17764163,
Beef and veal,Washington,Million dollars,2012,65.60663968,
Beef and veal,Washington,Million dollars,2013,80.46050369,
Beef and veal,Washington,Million dollars,2014,83.2578078,
Beef and veal,Washington,Million dollars,2015,81.89097575,
Beef and veal,Washington,Million dollars,2016,82.90073883,
Beef and veal,Washington,Million dollars,2017,83.01351332,
Beef and veal,Washington,Million dollars,2018,93.32075817,
Beef and veal,Washington,Million dollars,2019,104.2999539,
Beef and veal,Washington,Million dollars,2020,127.2759709,
Beef and veal,Washington,Million dollars,2021,176.0315716,
Beef and veal,Washington,Million dollars,2022,204.2056707,
Broiler meat,Washington,Million dollars,2000,8.522868487,
Broiler meat,Washington,Million dollars,2001,9.289739996,
Broiler meat,Washington,Million dollars,2002,7.542722976,
Broiler meat,Washington,Million dollars,2003,8.4158645,
Broiler meat,Washington,Million dollars,2004,9.906256321,
Broiler meat,Washington,Million dollars,2005,10.55996058,
Broiler meat,Washington,Million dollars,2006,8.774327149,
Broiler meat,Washington,Million dollars,2007,10.84391728,
Broiler meat,Washington,Million dollars,2008,11.71997148,
Broiler meat,Washington,Million dollars,2009,10.76423258,
Broiler meat,Washington,Million dollars,2010,10.1298974,
Broiler meat,Washington,Million dollars,2011,12.05340352,
Broiler meat,Washington,Million dollars,2012,14.05595442,
Broiler meat,Washington,Million dollars,2013,13.99987893,
Broiler meat,Washington,Million dollars,2014,13.2124078,
Broiler meat,Washington,Million dollars,2015,9.195218294,
Broiler meat,Washington,Million dollars,2016,8.412228703,
Broiler meat,Washington,Million dollars,2017,9.171275241,
Broiler meat,Washington,Million dollars,2018,9.019290569,
Broiler meat,Washington,Million dollars,2019,9.043639393,
Broiler meat,Washington,Million dollars,2020,9.346536967,
Broiler meat,Washington,Million dollars,2021,11.16054365,
Broiler meat,Washington,Million dollars,2022,12.68453531,
Corn,Washington,Million dollars,2000,9.994797301,
Corn,Washington,Million dollars,2001,7.94723486,
Corn,Washington,Million dollars,2002,7.023775226,
Corn,Washington,Million dollars,2003,7.471606358,
Corn,Washington,Million dollars,2004,10.07042238,
Corn,Washington,Million dollars,2005,8.442265079,
Corn,Washington,Million dollars,2006,9.557759923,
Corn,Washington,Million dollars,2007,17.41835242,
Corn,Washington,Million dollars,2008,25.41993227,
Corn,Washington,Million dollars,2009,18.01559819,
Corn,Washington,Million dollars,2010,23.47801688,
Corn,Washington,Million dollars,2011,28.60410718,
Corn,Washington,Million dollars,2012,19.79086878,
Corn,Washington,Million dollars,2013,13.96080119,
Corn,Washington,Million dollars,2014,23.30823836,
Corn,Washington,Million dollars,2015,16.94086311,
Corn,Washington,Million dollars,2016,16.48241877,
Corn,Washington,Million dollars,2017,16.87848818,
Corn,Washington,Million dollars,2018,19.86501421,
Corn,Washington,Million dollars,2019,12.35774516,
Corn,Washington,Million dollars,2020,16.25841206,
Corn,Washington,Million dollars,2021,24.40576267,
Corn,Washington,Million dollars,2022,22.99232402,
Cotton,Washington,Million dollars,2000,0,
Cotton,Washington,Million dollars,2001,0,
Cotton,Washington,Million dollars,2002,0,
Cotton,Washington,Million dollars,2003,0,
Cotton,Washington,Million dollars,2004,0,
Cotton,Washington,Million dollars,2005,0,
Cotton,Washington,Million dollars,2006,0,
Cotton,Washington,Million dollars,2007,0,
Cotton,Washington,Million dollars,2008,0,
Cotton,Washington,Million dollars,2009,0,
Cotton,Washington,Million dollars,2010,0,
Cotton,Washington,Million dollars,2011,0,
Cotton,Washington,Million dollars,2012,0,
Cotton,Washington,Million dollars,2013,0,
Cotton,Washington,Million dollars,2014,0,
Cotton,Washington,Million dollars,2015,0,
Cotton,Washington,Million dollars,2016,0,
Cotton,Washington,Million dollars,2017,0,
Cotton,Washington,Million dollars,2018,0,
Cotton,Washington,Million dollars,2019,0,
Cotton,Washington,Million dollars,2020,0,
Cotton,Washington,Million dollars,2021,0,
Cotton,Washington,Million dollars,2022,0,
Dairy products,Washington,Million dollars,2000,33.40836397,
Dairy products,Washington,Million dollars,2001,36.08877086,
Dairy products,Washington,Million dollars,2002,30.54843139,
Dairy products,Washington,Million dollars,2003,31.74478127,
Dairy products,Washington,Million dollars,2004,45.48856688,
Dairy products,Washington,Million dollars,2005,50.23800113,
Dairy products,Washington,Million dollars,2006,54.07274019,
Dairy products,Washington,Million dollars,2007,89.31682367,
Dairy products,Washington,Million dollars,2008,107.7158838,
Dairy products,Washington,Million dollars,2009,63.57261422,
Dairy products,Washington,Million dollars,2010,111.7541479,
Dairy products,Washington,Million dollars,2011,154.3111625,
Dairy products,Washington,Million dollars,2012,159.7896629,
Dairy products,Washington,Million dollars,2013,215.4722671,
Dairy products,Washington,Million dollars,2014,232.762982,
Dairy products,Washington,Million dollars,2015,165.6042261,
Dairy products,Washington,Million dollars,2016,148.4818819,
Dairy products,Washington,Million dollars,2017,167.7126157,
Dairy products,Washington,Million dollars,2018,175.4572653,
Dairy products,Washington,Million dollars,2019,186.4735626,
Dairy products,Washington,Million dollars,2020,190.0324598,
Dairy products,Washington,Million dollars,2021,219.3393041,
Dairy products,Washington,Million dollars,2022,278.9596716,
Feeds and other feed grains,Washington,Million dollars,2000,51.48881635,
Feeds and other feed grains,Washington,Million dollars,2001,53.85987247,
Feeds and other feed grains,Washington,Million dollars,2002,46.52721616,
Feeds and other feed grains,Washington,Million dollars,2003,41.54181695,
Feeds and other feed grains,Washington,Million dollars,2004,40.47454837,
Feeds and other feed grains,Washington,Million dollars,2005,46.34374585,
Feeds and other feed grains,Washington,Million dollars,2006,46.23774048,
Feeds and other feed grains,Washington,Million dollars,2007,43.36940527,
Feeds and other feed grains,Washington,Million dollars,2008,53.33107069,
Feeds and other feed grains,Washington,Million dollars,2009,42.11950038,
Feeds and other feed grains,Washington,Million dollars,2010,51.7905136,
Feeds and other feed grains,Washington,Million dollars,2011,59.42068189,
Feeds and other feed grains,Washington,Million dollars,2012,56.83934398,
Feeds and other feed grains,Washington,Million dollars,2013,77.37174473,
Feeds and other feed grains,Washington,Million dollars,2014,100.0246359,
Feeds and other feed grains,Washington,Million dollars,2015,98.50035137,
Feeds and other feed grains,Washington,Million dollars,2016,73.61002129,
Feeds and other feed grains,Washington,Million dollars,2017,72.58085132,
Feeds and other feed grains,Washington,Million dollars,2018,74.30624003,
Feeds and other feed grains,Washington,Million dollars,2019,61.62383238,
Feeds and other feed grains,Washington,Million dollars,2020,74.50814543,
Feeds and other feed grains,Washington,Million dollars,2021,67.84227417,
Feeds and other feed grains,Washington,Million dollars,2022,94.33537766,
